TIME,O21,O22,PEDAL,THROTTLE,NE,MAP,TA,STFT,LTFT
414,0.1,0.72,19.22,14.12,847.5,40,11,0,-3.12
415,0.1,0.72,19.22,14.12,847.5,40,11,0,-3.12
416,0.1,0.72,19.22,14.12,847.5,40,11,0,-3.12
417,0.16,0.72,19.22,14.12,851.5,40,11,0,-3.12
418,0.16,0.72,19.22,14.12,851.5,40,11,0,-3.12
419,0.16,0.72,19.22,14.12,851.5,40,11,0,-3.12
420,0.18,0.72,19.22,14.12,851.5,40,10,0.78,-3.12
421,0.18,0.72,19.22,14.12,851.5,40,10,0.78,-3.12
422,0.22,0.72,19.22,14.12,847.5,40,11,0.78,-3.12
423,0.22,0.72,19.22,14.12,847.5,40,11,0.78,-3.12
424,0.22,0.72,19.22,14.12,847.5,40,11,0.78,-3.12
425,0.22,0.72,19.22,14.12,847.5,40,11,0.78,-3.12
426,0.22,0.72,19.22,14.12,847.5,40,11,0.78,-3.12
427,0.22,0.72,19.22,14.12,847.5,40,11,0.78,-3.12
428,0.14,0.72,19.22,14.12,847.5,40,11,0,-3.12
429,0.14,0.72,19.22,14.12,847.5,40,11,0,-3.12
430,0.14,0.72,19.22,14.12,847.5,40,11,0,-3.12
431,0.12,0.72,19.22,14.12,847.5,40,11,0,-3.12
432,0.12,0.72,19.22,14.12,847.5,40,11,0,-3.12
433,0.12,0.72,19.22,14.12,847.5,40,11,0,-3.12
434,0.12,0.72,19.22,14.12,843.75,40,11,0.78,-3.12
435,0.12,0.72,19.22,14.12,843.75,40,11,0.78,-3.12
436,0.12,0.72,19.22,14.12,847.5,40,11,0.78,-3.12
437,0.34,0.72,19.22,14.12,847.5,40,11,0.78,-3.12
438,0.34,0.72,19.22,14.12,847.5,40,11,0.78,-3.12
439,0.48,0.72,19.22,14.12,843.75,40,11,0.78,-3.12
440,0.48,0.72,19.22,14.12,843.75,40,11,0.78,-3.12
441,0.48,0.72,19.22,14.12,843.75,40,11,0.78,-3.12
442,0.58,0.72,19.22,14.12,847.5,40,11,0.78,-3.12
443,0.58,0.72,19.22,14.12,847.5,40,11,0.78,-3.12
444,0.58,0.72,19.22,14.12,847.5,40,11,0.78,-3.12
445,0.74,0.72,19.22,14.12,847.5,40,11,0.78,-3.12
446,0.74,0.72,19.22,14.12,847.5,40,11,0.78,-3.12
447,0.74,0.72,19.22,14.12,847.5,40,11,0.78,-3.12
448,0.78,0.72,19.61,14.12,851.5,40,10,0.78,-3.12
449,0.78,0.72,19.61,14.12,851.5,40,10,0.78,-3.12
450,0.78,0.72,19.61,14.12,851.5,40,10,0.78,-3.12
451,0.7,0.72,19.22,14.12,851.5,40,11,0,-3.12
452,0.7,0.72,19.22,14.12,851.5,40,11,0,-3.12
453,0.64,0.72,19.61,14.12,843.75,40,11,0,-3.12
454,0.64,0.72,19.61,14.12,843.75,40,11,0,-3.12
455,0.64,0.72,19.61,14.12,843.75,40,11,0,-3.12
456,0.7,0.72,19.22,14.12,843.75,40,11,0,-3.12
457,0.7,0.72,19.22,14.12,843.75,40,11,0,-3.12
458,0.7,0.72,19.22,14.12,843.75,40,11,0,-3.12
459,0.28,0.72,19.22,14.12,839.75,40,11,0,-3.12
460,0.28,0.72,19.22,14.12,839.75,40,11,0,-3.12
461,0.28,0.72,19.22,14.12,839.75,40,11,0,-3.12
462,0.14,0.72,19.22,14.12,843.75,40,11,0,-3.12
463,0.14,0.72,19.22,14.12,843.75,40,11,0,-3.12
464,0.14,0.72,19.22,14.12,843.75,40,11,0,-3.12
465,0.14,0.72,19.22,14.12,843.75,40,11,0,-3.12
466,0.14,0.72,19.22,14.12,843.75,40,11,0,-3.12
467,0.14,0.72,19.22,14.12,843.75,40,11,0,-3.12
468,0.14,0.72,19.22,14.12,839.75,41,11,0,-3.12
469,0.14,0.72,19.22,14.12,839.75,41,11,0,-3.12
470,0.14,0.72,19.22,14.12,847.5,41,11,0.78,-3.12
471,0.16,0.72,19.22,14.12,847.5,41,11,0.78,-3.12
472,0.16,0.72,19.22,14.12,847.5,41,11,0.78,-3.12
473,0.64,0.72,19.22,14.12,843.75,41,11,0.78,-3.12
474,0.64,0.72,19.22,14.12,843.75,40,11,0.78,-3.12
475,0.64,0.72,19.22,14.12,843.75,40,11,0.78,-3.12
476,0.78,0.72,19.61,14.12,847.5,40,11,0.78,-3.12
477,0.78,0.72,19.61,14.12,847.5,40,11,0.78,-3.12
478,0.78,0.72,19.61,14.12,847.5,40,11,0.78,-3.12
479,0.72,0.72,19.22,14.12,851.5,40,11,0,-3.12
480,0.72,0.72,19.22,14.12,851.5,40,11,0,-3.12
481,0.72,0.72,19.22,14.12,851.5,40,11,0,-3.12
482,0.52,0.72,19.22,14.12,847.5,40,11,0,-3.12
483,0.52,0.72,19.22,14.12,847.5,40,11,0,-3.12
484,0.72,0.72,19.22,14.12,847.5,40,11,0,-3.12
485,0.72,0.72,19.22,14.12,847.5,40,11,0,-3.12
486,0.72,0.72,19.22,14.12,847.5,40,11,0,-3.12
487,0.3,0.72,19.61,14.12,847.5,40,11,0,-3.12
488,0.3,0.72,19.61,14.12,847.5,40,11,0,-3.12
489,0.3,0.72,19.61,14.12,847.5,40,11,0,-3.12
490,0.12,0.72,19.61,14.12,847.5,40,11,0,-3.12
491,0.12,0.72,19.61,14.12,847.5,40,11,0,-3.12
492,0.12,0.72,19.61,14.12,847.5,40,11,0,-3.12
493,0.1,0.72,19.22,14.12,843.75,40,11,0,-3.12
494,0.1,0.72,19.22,14.12,843.75,40,11,0,-3.12
495,0.1,0.72,19.22,14.12,839.75,40,11,0,-3.12
496,0.14,0.72,19.61,14.12,839.75,40,11,0,-3.12
497,0.14,0.72,19.61,14.12,839.75,40,11,0,-3.12
498,0.12,0.72,19.22,14.12,843.75,41,11,0.78,-3.12
499,0.12,0.72,19.22,14.12,843.75,41,11,0.78,-3.12
500,0.12,0.72,19.22,14.12,843.75,41,11,0.78,-3.12
501,0.22,0.72,19.22,14.12,839.75,41,11,0.78,-3.12
502,0.22,0.72,19.22,14.12,839.75,41,11,0.78,-3.12
503,0.22,0.72,19.22,14.12,839.75,41,11,0.78,-3.12
504,0.4,0.72,19.22,14.12,843.75,41,11,0.78,-3.12
505,0.4,0.72,19.22,14.12,843.75,41,11,0.78,-3.12
506,0.4,0.72,19.22,14.12,843.75,41,11,0.78,-3.12
507,0.66,0.72,19.22,14.12,843.75,41,11,0.78,-3.12
508,0.66,0.72,19.22,14.12,843.75,41,11,0.78,-3.12
509,0.66,0.72,19.22,14.12,843.75,41,11,0.78,-3.12
510,0.74,0.72,19.22,14.12,847.5,41,11,0.78,-3.12
511,0.74,0.72,19.22,14.12,847.5,41,11,0.78,-3.12
512,0.78,0.72,19.22,14.12,855.25,40,10,0.78,-3.12
513,0.78,0.72,19.22,14.12,855.25,40,10,0.78,-3.12
514,0.78,0.72,19.22,14.12,855.25,40,10,0.78,-3.12
515,0.76,0.72,19.22,14.12,851.5,40,10,0,-3.12
516,0.76,0.72,19.22,14.12,851.5,40,10,0,-3.12
517,0.76,0.72,19.22,14.12,851.5,40,10,0,-3.12
518,0.6,0.72,19.22,14.12,847.5,40,11,0,-3.12
519,0.6,0.72,19.22,14.12,847.5,40,11,0,-3.12
520,0.6,0.72,19.22,14.12,847.5,40,11,0,-3.12
521,0.6,0.72,19.61,14.12,839.75,40,11,0,-3.12
522,0.6,0.72,19.61,14.12,839.75,40,11,0,-3.12
523,0.18,0.72,19.61,14.12,839.75,40,11,-0.78,-3.12
524,0.18,0.72,19.61,14.12,839.75,40,11,-0.78,-3.12
525,0.18,0.72,19.61,14.12,839.75,40,11,-0.78,-3.12
526,0.1,0.72,19.22,14.12,839.75,41,11,-0.78,-3.12
527,0.1,0.72,19.22,14.12,839.75,41,11,-0.78,-3.12
528,0.1,0.72,19.22,14.12,839.75,41,11,-0.78,-3.12
529,0.1,0.72,19.22,14.12,835.75,41,11,0,-3.12
530,0.1,0.72,19.22,14.12,835.75,41,11,0,-3.12
531,0.1,0.72,19.22,14.12,835.75,41,11,0,-3.12
532,0.12,0.72,19.22,14.12,839.75,41,11,0,-3.12
533,0.16,0.72,19.22,14.12,843.75,41,11,0,-3.12
534,0.16,0.72,19.22,14.12,843.75,41,11,0,-3.12
535,0.64,0.72,19.22,14.12,843.75,41,11,0,-3.12
536,0.64,0.72,19.22,14.12,843.75,41,11,0,-3.12
537,0.76,0.72,19.22,14.12,843.75,41,11,0,-3.12
538,0.76,0.72,19.22,14.12,843.75,41,11,0,-3.12
539,0.76,0.72,19.22,14.12,843.75,41,11,0,-3.12
540,0.7,0.72,19.22,14.12,843.75,41,11,0,-3.12
541,0.7,0.72,19.22,14.12,843.75,41,11,0,-3.12
542,0.24,0.72,19.22,14.12,839.75,41,11,0,-3.12
543,0.24,0.72,19.22,14.12,839.75,41,11,0,-3.12
544,0.24,0.72,19.22,14.12,839.75,41,11,0,-3.12
545,0.16,0.72,19.22,14.12,835.75,41,11,0,-3.12
546,0.16,0.72,19.22,14.12,835.75,41,11,0,-3.12
547,0.16,0.72,19.22,14.12,835.75,41,11,0,-3.12
548,0.14,0.72,19.22,14.12,839.75,41,11,0,-3.12
549,0.14,0.72,19.22,14.12,839.75,41,11,0,-3.12
550,0.14,0.72,19.22,14.12,839.75,41,11,0,-3.12
551,0.12,0.72,19.22,14.12,843.75,41,11,0,-3.12
552,0.12,0.72,19.22,14.12,843.75,41,11,0,-3.12
553,0.12,0.72,19.22,14.12,843.75,41,11,0,-3.12
554,0.16,0.72,19.22,14.12,843.75,41,11,0,-3.12
555,0.16,0.72,19.22,14.12,843.75,41,11,0,-3.12
556,0.74,0.72,19.22,14.12,847.5,41,11,0,-3.12
557,0.74,0.72,19.22,14.12,847.5,41,11,0,-3.12
558,0.76,0.72,19.61,14.12,847.5,41,10,0,-3.12
559,0.72,0.72,19.61,14.12,855.25,40,10,0,-3.12
560,0.72,0.72,19.61,14.12,855.25,40,10,0,-3.12
561,0.7,0.72,19.22,14.12,851.5,41,10,0,-3.12
562,0.7,0.72,19.22,14.12,851.5,41,10,0,-3.12
563,0.7,0.72,19.22,14.12,851.5,41,10,0,-3.12
564,0.72,0.72,19.22,14.12,847.5,40,10,0,-3.12
565,0.72,0.72,19.22,14.12,847.5,40,10,0,-3.12
566,0.14,0.72,19.22,14.12,847.5,40,10,0,-3.12
567,0.14,0.72,19.22,14.12,847.5,40,11,0,-3.12
568,0.14,0.72,19.22,14.12,847.5,40,11,0,-3.12
569,0.1,0.72,19.61,14.12,843.75,41,11,0,-3.12
570,0.1,0.72,19.61,14.12,843.75,41,11,0,-3.12
571,0.1,0.72,19.61,14.12,843.75,41,11,0,-3.12
572,0.12,0.72,19.22,14.12,847.5,41,11,0,-3.12
573,0.12,0.72,19.22,14.12,847.5,41,11,0,-3.12
574,0.12,0.72,19.22,14.12,847.5,41,11,0,-3.12
575,0.12,0.72,19.61,14.12,847.5,41,10,0,-3.12
576,0.12,0.72,19.61,14.12,847.5,41,10,0,-3.12
577,0.12,0.72,19.61,14.12,847.5,41,10,0,-3.12
578,0.1,0.72,19.22,14.12,851.5,41,10,0,-3.12
579,0.1,0.72,19.22,14.12,851.5,41,10,0,-3.12
580,0.1,0.72,19.22,14.12,851.5,41,10,0,-3.12
581,0.24,0.72,19.22,14.12,851.5,40,10,0,-3.12
582,0.24,0.72,19.22,14.12,851.5,40,10,0,-3.12
583,0.28,0.72,19.22,14.12,855.25,40,9,0.78,-3.12
584,0.28,0.72,19.22,14.12,855.25,40,9,0.78,-3.12
585,0.28,0.72,19.22,14.12,855.25,40,9,0.78,-3.12
586,0.28,0.72,19.22,14.12,855.25,40,10,0.78,-3.12
587,0.28,0.72,19.22,14.12,855.25,40,10,0.78,-3.12
588,0.28,0.72,19.22,14.12,855.25,40,10,0.78,-3.12
589,0.44,0.72,19.61,14.51,847.5,40,10,0.78,-3.12
590,0.44,0.72,19.61,14.51,847.5,40,10,0.78,-3.12
591,0.44,0.72,19.61,14.51,847.5,40,10,0.78,-3.12
592,0.4,0.72,19.61,14.12,847.5,40,10,0,-3.12
593,0.4,0.72,19.61,14.12,847.5,40,10,0,-3.12
594,0.32,0.72,19.22,14.12,855.25,40,10,0.78,-3.12
595,0.32,0.72,19.22,14.12,855.25,40,10,0.78,-3.12
596,0.32,0.72,19.22,14.12,855.25,40,10,0.78,-3.12
597,0.4,0.72,19.61,14.12,855.25,40,9,0.78,-3.12
598,0.4,0.72,19.61,14.12,855.25,40,9,0.78,-3.12
599,0.4,0.72,19.61,14.12,855.25,40,9,0.78,-3.12
600,0.56,0.72,19.61,14.12,859.25,40,9,0.78,-3.12
601,0.56,0.72,19.61,14.12,859.25,40,9,0.78,-3.12
602,0.56,0.72,19.61,14.12,859.25,40,9,0.78,-3.12
603,0.2,0.72,19.22,14.12,855.25,40,9,0,-3.12
604,0.2,0.72,19.22,14.12,855.25,40,9,0,-3.12
605,0.2,0.72,19.22,14.12,855.25,40,9,0,-3.12
606,0.14,0.72,19.22,14.12,859.25,40,9,0.78,-3.12
607,0.14,0.72,19.22,14.12,859.25,40,9,0.78,-3.12
608,0.14,0.72,19.22,14.12,851.5,40,9,0.78,-3.12
609,0.1,0.72,19.22,14.12,851.5,40,9,0.78,-3.12
610,0.1,0.72,19.22,14.12,851.5,40,9,0.78,-3.12
611,0.18,0.72,19.22,14.12,855.25,40,9,0.78,-3.12
612,0.18,0.72,19.22,14.12,855.25,40,9,0.78,-3.12
613,0.18,0.72,19.22,14.12,855.25,40,9,0.78,-3.12
614,0.12,0.72,19.22,14.12,847.5,40,10,0.78,-3.12
615,0.12,0.72,19.22,14.12,847.5,40,10,0.78,-3.12
616,0.12,0.72,19.22,14.12,847.5,40,10,0.78,-3.12
617,0.66,0.72,19.22,14.12,851.5,40,10,0.78,-3.12
618,0.66,0.72,19.22,14.12,851.5,40,10,0.78,-3.12
619,0.66,0.72,19.22,14.12,851.5,40,10,0.78,-3.12
620,0.74,0.72,19.22,14.12,855.25,40,10,0.78,-3.12
621,0.74,0.72,19.22,14.12,855.25,40,10,0.78,-3.12
622,0.74,0.72,19.22,14.12,855.25,40,10,0.78,-3.12
623,0.76,0.72,19.61,14.12,851.5,40,9,0.78,-3.12
624,0.76,0.72,19.61,14.12,851.5,40,9,0.78,-3.12
625,0.6,0.72,19.22,14.12,851.5,40,10,0.78,-3.12
626,0.6,0.72,19.22,14.12,851.5,40,10,0.78,-3.12
627,0.6,0.72,19.22,14.12,851.5,40,10,0.78,-3.12
628,0.44,0.72,19.22,14.12,851.5,40,10,0.78,-3.12
629,0.44,0.72,19.22,14.12,851.5,40,10,0.78,-3.12
630,0.44,0.72,19.22,14.12,851.5,40,10,0.78,-3.12
631,0.16,0.72,19.22,14.12,847.5,40,10,0,-3.12
632,0.16,0.72,19.22,14.12,847.5,40,10,0,-3.12
633,0.16,0.72,19.22,14.12,847.5,40,10,0,-3.12
634,0.12,0.72,19.22,14.12,847.5,40,11,0.78,-3.12
635,0.12,0.72,19.22,14.12,847.5,40,11,0.78,-3.12
636,0.12,0.72,19.22,14.12,847.5,40,11,0.78,-3.12
637,0.1,0.72,19.22,14.12,847.5,40,11,0.78,-3.12
638,0.1,0.72,19.22,14.12,847.5,40,11,0.78,-3.12
639,0.4,0.72,19.22,14.12,851.5,40,11,0.78,-3.12
640,0.4,0.72,19.22,14.12,851.5,40,10,0.78,-3.12
641,0.4,0.72,19.22,14.12,851.5,40,10,0.78,-3.12
642,0.3,0.72,19.61,14.12,847.5,40,10,0.78,-3.12
643,0.3,0.72,19.61,14.12,847.5,40,10,0.78,-3.12
644,0.3,0.72,19.61,14.12,847.5,40,10,0.78,-3.12
645,0.62,0.72,19.22,14.12,847.5,40,10,0.78,-3.12
646,0.62,0.72,19.22,14.12,847.5,40,10,0.78,-3.12
647,0.62,0.72,19.22,14.12,847.5,40,10,0.78,-3.12
648,0.74,0.72,19.22,14.12,847.5,40,11,0.78,-3.12
649,0.74,0.72,19.22,14.12,847.5,40,11,0.78,-3.12
650,0.74,0.72,19.22,14.12,847.5,40,11,0.78,-3.12
651,0.76,0.72,19.22,14.12,847.5,40,10,0.78,-3.12
652,0.76,0.72,19.22,14.12,847.5,40,10,0.78,-3.12
653,0.76,0.72,19.22,14.12,851.5,40,10,0.78,-3.12
654,0.7,0.72,19.22,14.12,851.5,40,11,0.78,-3.12
655,0.7,0.72,19.22,14.12,851.5,40,11,0.78,-3.12
656,0.6,0.72,19.22,14.12,851.5,40,10,0,-3.12
657,0.6,0.72,19.22,14.12,851.5,40,10,0,-3.12
658,0.6,0.72,19.22,14.12,851.5,40,10,0,-3.12
659,0.34,0.72,19.22,14.12,851.5,40,11,0,-3.12
660,0.34,0.72,19.22,14.12,851.5,40,11,0,-3.12
661,0.34,0.72,19.22,14.12,851.5,40,11,0,-3.12
662,0.12,0.72,19.22,14.12,847.5,40,11,0,-3.12
663,0.12,0.72,19.22,14.12,847.5,40,11,0,-3.12
664,0.12,0.72,19.22,14.12,847.5,40,11,0,-3.12
665,0.1,0.72,19.22,14.12,843.75,40,11,0,-3.12
666,0.1,0.72,19.22,14.12,843.75,40,11,0,-3.12
667,0.1,0.72,19.22,14.12,843.75,40,11,0,-3.12
668,0.2,0.72,19.22,14.12,847.5,40,11,0,-3.12
669,0.2,0.72,19.22,14.12,847.5,40,11,0,-3.12
670,0.14,0.72,19.22,14.12,843.75,40,11,0,-3.12
671,0.14,0.72,19.22,14.12,843.75,40,11,0,-3.12
672,0.14,0.72,19.22,14.12,843.75,40,11,0,-3.12
673,0.1,0.72,19.22,14.12,851.5,40,11,0.78,-3.12
674,0.1,0.72,19.22,14.12,851.5,40,11,0.78,-3.12
675,0.1,0.72,19.22,14.12,851.5,40,11,0.78,-3.12
676,0.66,0.72,20,14.12,847.5,40,11,0.78,-3.12
677,0.66,0.72,20,14.12,847.5,40,11,0.78,-3.12
678,0.66,0.72,20,14.12,847.5,40,11,0.78,-3.12
679,0.78,0.72,20.78,14.51,851.5,40,10,0.78,1.56
680,0.78,0.72,20.78,14.51,851.5,40,10,0.78,1.56
681,0.78,0.72,20.78,14.51,851.5,40,10,0.78,1.56
682,0.74,0.72,21.57,15.29,851.5,40,12,0,1.56
683,0.74,0.72,21.57,15.29,851.5,40,12,0,1.56
684,0.74,0.72,21.57,15.29,851.5,40,12,0,1.56
685,0.64,0.72,21.96,15.69,859.25,40,12,0,1.56
686,0.64,0.72,21.96,15.69,859.25,42,14,0,1.56
687,0.72,0.72,22.35,15.69,886.5,44,14,-0.78,1.56
688,0.72,0.72,22.35,15.69,886.5,44,14,-0.78,1.56
689,0.72,0.72,22.35,15.69,886.5,44,14,-0.78,1.56
690,0.68,0.72,22.35,16.08,933.5,46,19,-0.78,1.56
691,0.68,0.72,22.35,16.08,933.5,46,19,-0.78,1.56
692,0.68,0.72,22.35,16.08,933.5,46,19,-0.78,1.56
693,0.14,0.72,22.75,16.08,1015.5,47,21,-1.56,1.56
694,0.14,0.72,22.75,16.08,1015.5,47,21,-1.56,1.56
695,0.14,0.72,22.75,16.08,1015.5,47,21,-1.56,1.56
696,0.06,0.72,23.14,16.47,1078,47,20,-0.78,1.56
697,0.06,0.72,23.14,16.47,1078,47,20,-0.78,1.56
698,0.06,0.72,23.14,16.47,1078,47,20,-0.78,1.56
699,0.06,0.72,23.14,16.47,1175.75,47,21,-0.78,1.56
700,0.06,0.72,23.14,16.47,1175.75,47,21,-0.78,1.56
701,0.06,0.72,23.14,16.47,1273.25,47,21,0.78,1.56
702,0.06,0.72,23.14,16.47,1273.25,46,22,0.78,1.56
703,0.06,0.72,23.14,16.47,1273.25,46,22,0.78,1.56
704,0.1,0.72,23.14,16.47,1382.75,44,26,1.56,1.56
705,0.1,0.72,23.14,16.47,1382.75,44,26,1.56,1.56
706,0.1,0.72,23.14,16.47,1382.75,44,26,1.56,1.56
707,0.76,0.72,23.14,16.86,1460.75,42,29,2.34,1.56
708,0.76,0.72,23.14,16.86,1460.75,42,29,2.34,1.56
709,0.76,0.72,23.14,16.86,1460.75,42,29,2.34,1.56
710,0.82,0.72,23.14,16.86,1562.5,39,31,2.34,1.56
711,0.82,0.72,23.14,16.86,1562.5,39,31,2.34,1.56
712,0.82,0.72,23.14,16.86,1562.5,39,31,2.34,1.56
713,0.82,0.72,23.14,16.86,1628.75,39,31,1.56,1.56
714,0.82,0.72,23.14,16.86,1628.75,38,34,1.56,1.56
715,0.82,0.72,23.14,16.86,1628.75,38,34,1.56,1.56
716,0.78,0.72,23.14,16.86,1667.75,36,35,0.78,1.56
717,0.78,0.72,23.14,16.86,1667.75,36,35,0.78,1.56
718,0.78,0.72,23.14,16.86,1703,36,35,0.78,1.56
719,0.62,0.72,23.14,16.86,1703,35,36,0.78,1.56
720,0.62,0.72,23.14,16.86,1703,35,36,0.78,1.56
721,0.1,0.72,23.14,16.86,1726.5,34,37,0,1.56
722,0.1,0.72,23.14,16.86,1726.5,34,37,0,1.56
723,0.1,0.72,23.14,16.86,1726.5,34,37,0,1.56
724,0.08,0.72,23.14,16.86,1738.25,34,37,1.56,1.56
725,0.08,0.72,23.14,16.86,1738.25,34,38,1.56,1.56
726,0.08,0.72,23.14,16.86,1738.25,34,38,1.56,1.56
727,0.08,0.72,23.14,16.86,1753.75,34,38,2.34,1.56
728,0.08,0.72,23.14,16.86,1753.75,34,38,2.34,1.56
729,0.08,0.72,23.14,16.86,1753.75,34,38,2.34,1.56
730,0.18,0.72,23.14,16.86,1761.5,33,38,3.12,1.56
731,0.18,0.72,23.14,16.86,1761.5,33,38,3.12,1.56
732,0.18,0.72,23.14,16.86,1761.5,33,38,3.12,1.56
733,0.3,0.72,23.14,16.86,1773.25,33,38,4.69,1.56
734,0.3,0.72,23.14,16.86,1773.25,33,38,4.69,1.56
735,0.3,0.72,23.14,16.86,1781.25,33,38,5.47,1.56
736,0.66,0.72,23.14,16.86,1781.25,33,38,5.47,1.56
737,0.66,0.72,23.14,16.86,1781.25,33,38,5.47,1.56
738,0.76,0.72,23.14,16.86,1789,33,38,4.69,1.56
739,0.76,0.72,23.14,16.86,1789,33,38,4.69,1.56
740,0.76,0.72,23.14,16.86,1789,33,38,4.69,1.56
741,0.78,0.72,23.14,16.86,1796.75,33,38,3.91,1.56
742,0.78,0.72,23.14,16.86,1796.75,33,38,3.91,1.56
743,0.78,0.72,23.14,16.86,1796.75,33,38,3.91,1.56
744,0.62,0.72,23.53,16.86,1800.75,33,38,3.12,1.56
745,0.62,0.72,23.53,16.86,1800.75,33,38,3.12,1.56
746,0.62,0.72,23.53,16.86,1800.75,33,38,3.12,1.56
747,0.2,0.72,23.53,16.86,1808.5,33,38,1.56,1.56
748,0.2,0.72,23.53,16.86,1808.5,33,38,1.56,1.56
749,0.2,0.72,23.53,16.86,1820.25,33,38,1.56,1.56
750,0.2,0.72,23.53,16.86,1820.25,33,38,1.56,1.56
751,0.2,0.72,23.53,16.86,1820.25,33,38,1.56,1.56
752,0.08,0.72,23.53,16.86,1820.25,33,38,2.34,1.56
753,0.08,0.72,23.53,16.86,1820.25,34,38,2.34,1.56
754,0.08,0.72,23.53,16.86,1835.75,34,38,2.34,1.56
755,0.08,0.72,23.53,16.86,1835.75,34,38,2.34,1.56
756,0.22,0.72,23.53,16.86,1835.75,34,37,3.91,1.56
757,0.22,0.72,23.53,16.86,1855.25,34,37,3.91,1.56
758,0.22,0.72,23.53,16.86,1855.25,34,37,3.91,1.56
759,0.8,0.72,23.53,16.86,1855.25,34,37,3.91,1.56
760,0.8,0.72,23.53,16.86,1875,34,37,3.91,1.56
761,0.8,0.72,23.53,16.86,1875,34,37,3.91,1.56
762,0.82,0.72,23.53,16.86,1875,34,37,3.91,1.56
763,0.82,0.72,23.53,16.86,1890.5,34,37,3.91,1.56
764,0.82,0.72,23.53,16.86,1890.5,34,37,3.91,1.56
765,0.82,0.72,23.53,16.86,1890.5,34,37,3.12,1.56
766,0.82,0.72,23.53,16.86,1910,34,37,3.12,1.56
767,0.82,0.72,23.53,16.86,1910,34,37,3.12,1.56
768,0.82,0.72,23.53,16.86,1910,34,38,2.34,1.56
769,0.82,0.72,23.53,16.86,1925.75,34,38,2.34,1.56
770,0.82,0.72,23.53,16.86,1925.75,34,38,2.34,1.56
771,0.82,0.72,23.53,16.86,1925.75,34,38,1.56,1.56
772,0.82,0.72,23.53,16.86,1949,34,38,1.56,1.56
773,0.82,0.72,23.53,16.86,1949,34,38,1.56,1.56
774,0.8,0.72,23.53,16.86,1949,33,37,0.78,1.56
775,0.8,0.72,23.53,16.86,1964.75,33,37,0.78,1.56
776,0.8,0.72,23.53,16.86,1964.75,33,37,0.78,1.56
777,0.78,0.72,23.53,16.86,1964.75,33,38,0,1.56
778,0.78,0.72,23.53,16.86,1972.5,33,38,0,1.56
779,0.78,0.72,23.53,16.86,1972.5,33,38,0,1.56
780,0.74,0.72,23.53,16.86,1972.5,32,38,-1.56,1.56
781,0.74,0.72,23.53,16.86,1988.25,32,38,-1.56,1.56
782,0.68,0.72,23.53,16.86,1988.25,31,38,-3.12,1.56
783,0.68,0.72,23.53,16.86,1988.25,31,38,-3.12,1.56
784,0.68,0.72,23.53,16.86,1988.25,31,38,-3.12,1.56
785,0.68,0.72,23.53,16.86,1988.25,31,38,-3.12,1.56
786,0.56,0.72,23.53,16.86,1988.25,31,38,-3.91,1.56
787,0.1,0.72,23.53,16.86,1996,31,38,-3.12,1.56
788,0.1,0.72,23.53,16.86,1996,31,38,-3.12,1.56
789,0.1,0.72,23.53,16.86,1988.25,31,38,-2.34,1.56
790,0.1,0.72,23.53,16.86,1988.25,31,38,-2.34,1.56
791,0.1,0.72,23.53,16.86,1988.25,31,38,-2.34,1.56
792,0.68,0.72,23.53,16.86,1988.25,31,38,-0.78,1.56
793,0.68,0.72,23.53,16.86,1988.25,31,38,-0.78,1.56
794,0.68,0.72,23.53,16.86,1988.25,31,38,-0.78,1.56
795,0.68,0.72,23.53,16.86,1996,31,38,-0.78,1.56
796,0.68,0.72,23.53,16.86,1996,31,38,-0.78,1.56
797,0.8,0.72,23.53,16.86,1996,31,38,-0.78,1.56
798,0.78,0.72,23.53,16.86,1992,31,38,-1.56,1.56
799,0.78,0.72,23.53,16.86,1992,31,38,-1.56,1.56
800,0.78,0.72,23.53,16.86,1992,31,38,-1.56,1.56
801,0.78,0.72,23.53,16.86,1992,31,38,-1.56,1.56
802,0.78,0.72,23.53,16.86,1992,31,38,-2.34,1.56
803,0.78,0.72,23.53,16.86,1992,31,38,-2.34,1.56
804,0.78,0.72,23.53,16.86,1996,31,38,-2.34,1.56
805,0.78,0.72,23.53,16.86,1996,31,38,-2.34,1.56
806,0.1,0.72,23.53,16.86,1996,31,38,-2.34,1.56
807,0.1,0.72,23.53,16.86,1988.25,31,38,-2.34,1.56
808,0.1,0.72,23.53,16.86,1988.25,31,38,-2.34,1.56
809,0.1,0.72,23.53,16.86,1988.25,31,38,-1.56,1.56
810,0.1,0.72,23.53,16.86,1992,31,38,-1.56,1.56
811,0.1,0.72,23.53,16.86,1992,31,38,-1.56,1.56
812,0.74,0.72,23.53,16.86,1992,31,38,0,1.56
813,0.74,0.72,23.53,16.86,2000,31,38,0,1.56
814,0.74,0.72,23.53,16.86,2000,31,38,0,1.56
815,0.8,0.72,23.53,16.86,2000,31,38,-0.78,1.56
816,0.8,0.72,23.53,16.86,2000,31,38,-0.78,1.56
817,0.8,0.72,23.53,16.86,2000,31,38,-0.78,1.56
818,0.78,0.72,23.53,16.86,2000,31,38,-1.56,1.56
819,0.7,0.72,23.53,16.86,1996,31,38,-2.34,1.56
820,0.7,0.72,23.53,16.86,2000,31,38,-2.34,1.56
821,0.7,0.72,23.53,16.86,2000,31,38,-2.34,1.56
